customer_id,signup_date,tenure_days,plan_type,monthly_charges,total_charges,num_support_tickets,avg_response_time_hrs,login_frequency,feature_usage_score,contract_type,payment_method,region,age,gender,num_products,has_partner,has_dependents,online_security,tech_support,churned_30d
CUST-06419,2022-08-26,1238,Basic,22.02,889.35,3,19.6,7.0,36.7,One year,Electronic check,North America,44.0,Female,1,0,1,No,,1
CUST-08724,2025-12-03,38,Basic,34.95,10.31,4,30.8,1.9,16.0,Month-to-month,Credit card,Asia Pacific,40.0,Male,4,0,1,No,Yes,1
CUST-05278,2023-01-01,1058,Basic,28.65,1051.3,2,3.9,7.0,44.3,Month-to-month,Credit card,Europe,47.0,Male,5,0,0,No internet,No,1
CUST-00867,2024-01-08,732,Standard,55.32,1345.52,0,20.2,16.6,41.8,One year,Electronic check,North America,36.0,Female,4,0,1,No,,0
CUST-08874,2022-03-02,1391,Standard,51.23,2374.28,4,6.5,4.1,20.7,Month-to-month,Bank transfer,North America,19.0,Female,2,0,0,No,No,1
CUST-07435,2022-12-25,1089,Basic,39.57,1483.95,4,7.7,2.1,52.0,Month-to-month,Electronic check,Asia Pacific,41.0,Female,2,0,0,No,No internet,1
CUST-05290,2021-12-30,1490,Enterprise,189.86,9297.15,1,2.4,10.7,4.7,Month-to-month,Bank transfer,Latin America,31.0,Non-binary,3,0,1,No internet,No,0
CUST-09302,2023-04-11,1021,Premium,109.08,3692.74,1,16.9,4.5,22.6,Month-to-month,Bank transfer,North America,32.0,Prefer not to say,2,0,0,Yes,No,0
CUST-08536,2022-12-12,1137,Standard,59.93,2134.38,3,18.2,4.5,23.0,Two year,Bank transfer,Asia Pacific,43.0,Female,4,1,1,Yes,No,0
CUST-01627,2025-03-07,286,Premium,106.44,874.83,4,5.1,7.3,17.5,One year,Electronic check,Asia Pacific,55.0,Female,1,0,0,No,No internet,1
CUST-08843,2023-07-29,884,Basic,18.31,492.39,3,10.8,7.5,23.8,Month-to-month,Electronic check,Europe,55.0,Female,2,0,0,No,Yes,0
CUST-06828,2025-06-26,188,Basic,22.93,225.27,2,23.0,6.7,51.3,Two year,Credit card,Europe,47.0,Female,4,1,0,Yes,No internet,0
CUST-03144,2021-12-21,1453,Basic,33.81,1712.53,1,7.2,23.0,18.4,Month-to-month,Electronic check,Middle East,46.0,Male,3,0,1,Yes,No internet,0
CUST-08388,2024-02-24,688,Standard,62.75,1455.46,6,18.7,4.1,15.1,One year,Mailed check,Asia Pacific,34.0,Female,3,1,1,No,Yes,1
CUST-09262,2024-08-12,551,Basic,28.25,437.95,2,20.1,9.8,22.5,Month-to-month,Credit card,Europe,37.0,Male,1,0,0,No internet,Yes,1
CUST-09726,2022-10-04,1176,Basic,58.61,2355.46,2,,4.7,45.5,Month-to-month,Bank transfer,Europe,40.0,Male,1,0,1,Yes,No,0
CUST-03066,2024-12-22,384,Standard,,891.15,3,6.4,19.6,6.5,Month-to-month,Bank transfer,Asia Pacific,37.0,Female,2,0,0,No,Yes,1
CUST-04534,2024-10-29,402,Premium,103.74,1377.56,0,2.9,10.5,15.0,One year,Credit card,Latin America,56.0,Female,1,1,1,Yes,No,0
CUST-01211,2025-02-24,273,Premium,100.69,891.92,0,0.5,3.2,52.3,Two year,Electronic check,Europe,22.0,Female,4,0,0,Yes,No,0
CUST-06913,2022-02-07,1403,Premium,101.43,4830.4,1,8.3,7.8,26.3,One year,Bank transfer,Europe,29.0,Male,3,1,0,No,No,0
CUST-02311,2024-04-08,623,Premium,135.03,2821.13,2,9.3,10.5,32.8,One year,Credit card,Asia Pacific,18.0,Male,2,1,0,Yes,No,1
CUST-09282,2022-10-28,1164,Premium,100.37,3870.66,1,11.0,14.0,50.5,Month-to-month,Credit card,North America,41.0,Male,4,1,0,No,No internet,0
CUST-04566,2023-02-01,1047,Premium,99.2,3255.73,1,8.3,6.5,53.0,Month-to-month,Credit card,Latin America,55.0,Female,2,0,1,No,No,1
CUST-07262,2022-09-21,1198,Enterprise,199.75,7804.97,3,1.8,14.1,12.7,Month-to-month,Bank transfer,Asia Pacific,41.0,Male,2,0,0,Yes,No,1
CUST-05212,2025-12-11,1,Standard,63.14,181.66,4,10.2,17.2,34.2,Month-to-month,Electronic check,Asia Pacific,47.0,Male,2,0,1,No internet,Yes,0
CUST-03509,2025-08-14,155,Standard,51.94,355.35,0,28.3,,11.0,Month-to-month,Credit card,Europe,36.0,Male,1,0,0,No internet,No internet,0
CUST-03329,2021-07-15,1598,Standard,67.48,3657.81,1,34.3,22.2,45.1,One year,Electronic check,North America,35.0,Male,1,0,0,Yes,No,0
CUST-05134,2022-05-26,1329,Enterprise,211.4,9403.18,0,14.9,4.9,21.8,One year,Credit card,Europe,42.0,Male,1,0,0,No,No,0
CUST-08345,2021-04-14,1663,Premium,88.15,5006.04,1,7.8,5.3,10.3,Month-to-month,Bank transfer,North America,37.0,Prefer not to say,1,1,0,Yes,No,0
CUST-00618,2021-05-23,1705,Enterprise,190.6,10772.52,1,7.5,8.8,61.1,Month-to-month,Bank transfer,North America,39.0,Male,2,1,0,No,No,0
CUST-02795,2021-09-23,1560,Standard,58.26,3008.19,2,2.4,16.3,18.1,Two year,Bank transfer,Asia Pacific,50.0,Male,3,0,0,No,No,0
CUST-05258,2021-07-26,1597,Premium,101.54,5295.34,0,7.6,19.2,43.1,Month-to-month,Bank transfer,North America,32.0,Female,2,0,0,Yes,No,0
CUST-04265,2023-07-27,887,Basic,26.57,1022.28,5,7.0,5.4,29.5,Month-to-month,Mailed check,North America,32.0,Male,2,1,0,Yes,No,1
CUST-03746,2023-09-28,820,Premium,114.06,3028.62,0,0.9,15.8,28.1,Two year,Credit card,Europe,36.0,Male,2,1,1,Yes,Yes,0
CUST-00767,2021-08-07,1606,Standard,52.72,2683.27,0,17.2,21.2,34.3,Two year,Bank transfer,North America,38.0,Male,2,1,0,Yes,Yes,0
CUST-09251,2024-03-08,639,Premium,115.32,2545.44,4,14.3,13.0,4.7,Month-to-month,Credit card,North America,43.0,Male,1,0,0,No,No,1
CUST-08971,2023-10-17,795,Premium,95.18,2659.16,1,6.6,2.9,17.1,Two year,Mailed check,North America,61.0,Male,1,1,1,No internet,No,0
CUST-06690,2024-07-13,516,Premium,112.32,2069.03,4,13.5,4.2,68.8,Month-to-month,Mailed check,Asia Pacific,41.0,Prefer not to say,2,1,0,No,No,1
CUST-01145,2021-09-17,1561,Basic,27.13,1356.88,3,,20.5,35.6,One year,Electronic check,Europe,69.0,Female,1,0,1,Yes,Yes,0
CUST-02349,2022-12-01,1147,Standard,55.6,2237.05,0,,20.4,38.1,Month-to-month,Electronic check,North America,49.0,Female,1,1,0,No,No,0
CUST-05007,2022-03-02,1432,Standard,67.07,3275.32,0,5.9,5.0,19.0,Two year,Credit card,Latin America,43.0,Female,1,1,0,Yes,,0
CUST-00463,2023-11-03,769,Premium,86.4,2238.6,1,12.6,8.3,30.8,Two year,Bank transfer,Latin America,36.0,Female,1,1,0,Yes,No,0
CUST-04140,2021-12-07,1486,Enterprise,186.64,9204.41,1,24.4,6.2,33.7,Two year,Electronic check,North America,58.0,Female,1,1,0,No,No,0
CUST-06246,2023-11-02,805,Standard,47.24,1268.41,1,8.1,4.9,,Month-to-month,Electronic check,Latin America,48.0,Male,2,1,0,No,No internet,0
CUST-03444,2021-02-14,1829,Basic,18.88,1170.92,7,19.5,5.3,14.3,Month-to-month,Credit card,Asia Pacific,48.0,Female,2,0,0,Yes,Yes,1
CUST-04506,2023-07-28,899,Basic,41.92,1271.24,2,23.0,17.0,57.2,One year,Bank transfer,Europe,56.0,Male,1,0,0,No internet,Yes,0
CUST-09829,2024-03-16,671,Premium,90.56,2113.74,4,24.5,5.2,11.2,One year,Bank transfer,Latin America,38.0,Female,2,1,0,No,No,1
CUST-05332,2022-05-27,1307,Premium,109.35,4781.01,3,1.8,10.1,32.0,Month-to-month,Credit card,Europe,,Prefer not to say,3,0,0,No,,1
CUST-09145,2023-03-05,1020,Basic,11.08,453.55,2,4.4,9.6,19.9,Month-to-month,Credit card,Middle East,26.0,Female,5,0,0,Yes,No,0
CUST-06152,2021-08-22,1566,Basic,34.65,1847.45,0,50.2,11.8,10.3,One year,Electronic check,Europe,50.0,Non-binary,4,1,0,No,No,0
CUST-06928,2024-03-31,607,Standard,63.58,1600.35,2,10.2,45.8,8.9,Month-to-month,Credit card,Europe,35.0,Male,4,0,0,Yes,Yes,0
CUST-06994,2023-11-27,798,Basic,26.83,701.02,5,14.2,6.6,2.4,Two year,Credit card,Asia Pacific,25.0,Male,2,1,1,No internet,No,0
CUST-07130,2021-12-10,1522,Basic,31.94,1665.34,2,0.5,16.4,25.6,One year,Electronic check,Asia Pacific,54.0,Male,3,1,0,Yes,No,0
CUST-00829,2021-10-11,1530,Enterprise,1134.2557390004642,9989.69,1,1.0,8.2,27.7,Two year,Credit card,Europe,,Female,2,0,1,Yes,No,0
CUST-08116,2021-07-22,1619,Premium,87.35,4734.17,2,44.2,1.4,24.9,One year,Mailed check,Europe,30.0,Female,5,0,0,,No internet,1
CUST-06190,2025-11-02,98,Enterprise,192.31,550.95,2,10.3,28.0,40.9,Month-to-month,Electronic check,Europe,18.0,Male,1,1,0,No,No,0
CUST-07665,2025-11-14,74,Premium,99.36,253.28,3,1.9,7.4,36.2,One year,Credit card,Latin America,34.0,Male,1,1,0,No,No,0
CUST-06438,2024-02-08,684,Basic,31.74,867.52,2,5.0,16.0,5.0,One year,Bank transfer,North America,35.0,Prefer not to say,3,0,1,Yes,No internet,0
CUST-09551,2022-10-02,1197,Premium,100.45,3971.34,1,7.6,13.5,20.3,One year,Electronic check,Latin America,53.0,Female,2,1,1,Yes,No,0
CUST-04056,2022-10-06,1189,Premium,95.17,3803.15,2,13.1,5.9,49.8,Month-to-month,Bank transfer,North America,35.0,Male,2,1,0,No,No,0
CUST-06368,2023-04-29,908,Standard,73.1,2247.25,2,13.0,20.1,52.2,One year,Credit card,Europe,36.0,Male,2,0,0,No,No,0
CUST-02997,2025-04-14,269,Premium,70.51,808.23,3,2.0,9.3,22.6,Month-to-month,Bank transfer,Middle East,54.0,Prefer not to say,2,1,0,No internet,No,0
CUST-05448,2023-08-23,915,Basic,32.66,989.92,0,56.1,36.0,52.0,One year,Credit card,North America,35.0,Female,2,1,0,Yes,No,0
CUST-09018,2024-11-05,399,Basic,25.73,327.47,4,33.1,8.1,10.4,Month-to-month,Credit card,North America,32.0,Male,1,1,0,No,No,1
CUST-00021,2022-04-22,1393,Premium,103.45,4809.03,2,4.9,12.2,35.5,Two year,Bank transfer,North America,37.0,Male,4,1,0,No,No internet,0
CUST-09211,2022-11-25,1089,Enterprise,208.05,7571.02,3,2.0,10.3,5.4,Month-to-month,Bank transfer,North America,32.0,Prefer not to say,3,1,0,Yes,Yes,1
CUST-06040,2021-11-10,1537,Premium,116.61,5952.99,4,23.1,8.8,3.5,One year,Mailed check,Europe,30.0,Male,2,1,0,Yes,No internet,1
CUST-04690,2022-05-06,1321,Basic,41.87,1643.31,2,13.1,8.7,30.4,Month-to-month,Credit card,North America,34.0,Male,1,1,0,No,No,0
CUST-05744,2025-07-07,134,Enterprise,,838.14,2,22.3,14.8,44.0,Two year,Bank transfer,Latin America,23.0,Female,2,0,0,No,Yes,0
CUST-09454,2025-09-24,105,Basic,14.86,0.0,8,11.8,12.7,24.9,Month-to-month,Mailed check,North America,42.0,Female,1,0,0,,No,1
CUST-01296,2025-09-09,111,Basic,37.8,215.11,7,8.6,5.3,,One year,Credit card,Asia Pacific,,Male,1,0,0,Yes,Yes,1
CUST-03796,2023-10-26,788,Premium,115.96,3036.81,4,10.1,9.0,24.7,Two year,Credit card,North America,31.0,Male,1,1,0,No internet,No,0
CUST-00592,2025-06-01,199,Basic,30.31,167.61,4,38.8,6.5,17.5,Month-to-month,Electronic check,Europe,33.0,Male,2,0,1,Yes,Yes,1
CUST-01407,2023-05-01,933,Basic,34.51,953.0,3,8.7,5.4,61.1,One year,Credit card,Asia Pacific,,Female,1,0,0,No,No,0
CUST-00222,2021-11-27,1439,Premium,104.79,5090.61,4,20.8,2.7,6.2,Month-to-month,Bank transfer,Europe,56.0,Female,4,1,1,No,No,1
CUST-05649,2025-08-09,188,Basic,28.23,333.42,5,1.4,5.9,14.5,Month-to-month,Mailed check,North America,53.0,Female,4,1,0,No,No,1
CUST-08290,2025-06-12,145,Enterprise,210.91,1004.58,4,1.5,19.8,38.8,Month-to-month,Mailed check,North America,30.0,Male,1,0,0,No,,0
CUST-06138,2024-08-18,483,Premium,77.08,1196.49,5,17.9,2.0,14.7,Month-to-month,Mailed check,Asia Pacific,30.0,Prefer not to say,2,1,1,Yes,,1
CUST-00859,2021-01-13,1797,Premium,81.01,4979.4,5,,3.5,18.3,Two year,Mailed check,Europe,35.0,Female,3,1,0,No,No,0
CUST-06455,2024-11-22,359,Basic,27.91,347.04,3,6.3,5.5,41.6,One year,Credit card,Middle East,41.0,Male,5,0,0,No,No,0
CUST-02628,2023-01-24,1093,Premium,85.31,3176.56,4,0.5,8.1,4.6,Month-to-month,Bank transfer,North America,59.0,Male,4,1,0,Yes,Yes,1
CUST-04686,2024-08-16,522,Basic,39.78,739.68,4,80.4,,34.1,Month-to-month,Bank transfer,Middle East,46.0,Female,1,0,0,Yes,No internet,0
CUST-07770,2023-07-25,925,Premium,96.53,3065.31,0,7.6,10.8,21.3,One year,Bank transfer,Latin America,28.0,Male,3,1,1,Yes,Yes,0
CUST-07686,2022-07-02,1306,Standard,76.36,3333.23,2,26.7,7.8,,One year,Bank transfer,North America,20.0,Male,1,0,0,Yes,Yes,0
CUST-07794,2022-09-14,1191,Basic,33.09,1232.82,1,32.9,2.3,18.6,One year,Credit card,North America,58.0,Male,4,0,0,Yes,Yes,0
CUST-02751,2023-07-15,953,Standard,65.95,2054.1,2,4.9,4.8,10.1,Month-to-month,Credit card,North America,35.0,Non-binary,4,1,0,No,Yes,0
CUST-07314,2023-04-01,947,Standard,69.54,2316.63,4,1.5,8.8,9.4,Two year,Electronic check,North America,43.0,Male,1,0,1,No,Yes,0
CUST-01656,2025-06-04,202,Standard,57.61,458.52,3,,11.2,41.6,Two year,Bank transfer,North America,41.0,Female,1,0,0,No internet,Yes,0
CUST-00995,2022-12-13,1084,Standard,63.4,2082.97,1,42.6,3.4,64.8,One year,Credit card,Middle East,46.0,Female,5,0,1,Yes,No,0
CUST-02532,2024-06-13,539,Standard,50.14,1161.7,5,11.1,4.1,55.0,One year,Mailed check,Asia Pacific,22.0,Male,2,1,1,No internet,No,0
CUST-00731,2025-03-19,293,Basic,25.13,120.85,1,0.8,14.5,56.1,Month-to-month,Mailed check,Asia Pacific,57.0,Male,2,1,0,No,No,0
CUST-04000,2021-12-14,1489,Enterprise,198.5,9885.51,1,16.1,18.4,,Month-to-month,Credit card,North America,33.0,Female,2,0,1,Yes,No,0
CUST-04607,2021-07-02,1633,Basic,46.65,2450.53,6,7.0,4.2,5.2,Month-to-month,Credit card,North America,39.0,Female,3,1,0,Yes,No internet,1
CUST-03025,2025-06-16,142,Standard,61.71,354.48,0,19.0,6.3,51.6,Two year,Electronic check,Asia Pacific,29.0,Female,3,1,0,No internet,No,1
CUST-03275,2025-11-22,12,Standard,46.61,88.89,5,22.8,9.9,15.4,Two year,Credit card,Europe,43.0,Female,2,1,0,No,No,1
CUST-02699,2021-09-16,1586,Premium,90.17,4781.54,1,10.6,1.2,,Two year,Credit card,Latin America,22.0,Male,4,1,0,No internet,No,0
CUST-03849,2023-06-08,933,Standard,43.93,1375.24,1,1.9,4.9,41.4,Month-to-month,Credit card,Europe,25.0,Male,2,1,0,No,Yes,0
CUST-03024,2023-02-04,1096,Premium,97.05,3711.42,1,8.6,14.4,39.8,Month-to-month,Credit card,Middle East,58.0,Female,2,0,0,Yes,No,0
CUST-09044,2024-01-05,672,Standard,65.73,1431.64,2,21.2,52.8,29.4,Two year,Credit card,Middle East,47.0,Female,3,1,0,No,Yes,0
CUST-05821,2024-12-21,377,Premium,101.17,1193.8,2,0.5,9.1,4.3,One year,Credit card,North America,39.0,Male,1,0,0,Yes,No,1
CUST-00466,2022-12-16,1105,Standard,58.74,2173.95,1,16.8,3.4,70.7,One year,Bank transfer,Europe,51.0,Male,2,1,0,Yes,No,0
CUST-04194,2023-09-17,764,Basic,17.14,462.37,6,7.3,16.2,11.7,Month-to-month,Credit card,Middle East,20.0,Female,3,1,0,No,No,1
CUST-06799,2021-01-11,1807,Premium,103.14,6078.26,3,32.1,6.7,33.3,One year,Electronic check,Europe,47.0,Female,4,0,0,No internet,Yes,0
CUST-08038,2024-01-17,672,Enterprise,205.44,4765.74,4,6.4,10.6,17.6,Month-to-month,Credit card,Europe,63.0,Male,2,1,0,No,No,1
CUST-00158,2023-01-12,1099,Basic,43.9,1486.05,7,3.8,5.4,21.0,Month-to-month,Mailed check,Asia Pacific,44.0,Male,3,0,0,No internet,No,1
CUST-02320,2021-09-22,1528,Premium,97.17,5027.14,2,51.7,4.3,44.7,Two year,Mailed check,Europe,33.0,Male,3,1,0,No,No,0
CUST-03895,2024-10-18,428,Premium,122.36,1574.59,2,17.1,4.2,14.8,Two year,Bank transfer,North America,58.0,Prefer not to say,4,0,0,,No,0
CUST-03786,2024-02-04,680,Premium,90.72,2159.15,2,4.3,2.6,15.3,One year,Electronic check,Europe,43.0,Female,2,1,1,Yes,No internet,1
CUST-00186,2025-01-16,371,Standard,51.19,701.1,1,5.3,3.9,36.0,One year,Credit card,North America,,Male,1,1,1,No internet,Yes,0
CUST-01003,2022-11-30,1129,Basic,25.62,946.12,3,14.5,2.1,8.8,Month-to-month,Credit card,Europe,52.0,Female,1,0,0,Yes,No,1
CUST-04632,2021-12-03,1473,Premium,100.71,4925.91,3,6.5,3.5,14.3,Month-to-month,Credit card,North America,36.0,Female,3,1,1,No,Yes,1
CUST-03384,2023-08-23,892,Standard,58.2,1657.4,3,3.9,9.7,27.3,Month-to-month,Mailed check,Europe,36.0,Male,4,1,0,No,No,0
CUST-00401,2021-05-05,1654,Enterprise,188.74,10305.68,3,2.4,6.5,9.9,One year,Electronic check,Asia Pacific,32.0,Male,1,0,0,No internet,Yes,0
CUST-02686,2023-11-17,785,Enterprise,206.25,5532.46,3,3.1,12.8,38.0,One year,Electronic check,North America,39.0,Male,1,1,1,Yes,No,0
CUST-05708,2021-07-05,1649,Enterprise,194.85,10732.24,1,15.9,4.3,52.2,Month-to-month,Credit card,Asia Pacific,49.0,Male,1,0,0,No internet,No,1
CUST-04922,2022-04-23,1358,Standard,71.95,3299.52,3,0.9,3.0,21.1,Month-to-month,Bank transfer,North America,41.0,Male,4,1,1,No,Yes,1
CUST-07385,2022-06-19,1284,Standard,55.9,2249.83,2,,5.7,17.9,One year,Mailed check,Latin America,42.0,Male,3,1,0,Yes,Yes,0
CUST-06588,2024-12-24,365,Standard,65.96,862.83,5,13.7,4.2,30.9,One year,Mailed check,North America,52.0,Male,1,1,1,Yes,No,1
CUST-04154,2021-01-22,1782,Standard,55.9,3192.86,0,15.4,6.9,14.4,Month-to-month,Credit card,Europe,68.0,Non-binary,2,0,0,No internet,Yes,0
CUST-03383,2024-01-30,708,Premium,107.8,2579.56,2,31.6,11.7,25.9,Month-to-month,Electronic check,Asia Pacific,48.0,Female,1,1,0,No,Yes,0
CUST-02771,2024-12-28,362,Premium,78.08,1142.72,2,2.2,7.2,47.7,Two year,Credit card,Europe,33.0,Female,5,0,1,No internet,No,0
CUST-08879,2024-08-30,505,Premium,75.58,1292.93,5,5.3,4.8,26.0,Two year,Credit card,Asia Pacific,56.0,Female,1,1,0,No,No,1
CUST-01251,2022-02-10,1430,Enterprise,189.65,8894.17,5,,4.8,32.2,One year,Credit card,North America,41.0,Female,3,1,0,No internet,Yes,0
CUST-02040,2023-02-10,1002,Standard,63.0,2170.83,3,37.9,5.5,13.2,One year,Bank transfer,APAC,27.0,Male,1,1,1,Yes,No internet,1
CUST-06843,2021-07-21,1681,Standard,67.67,3559.34,4,2.6,18.6,34.1,Month-to-month,Credit card,Latin America,43.0,Female,2,1,0,Yes,No internet,0
CUST-00060,2021-03-30,1767,Premium,90.66,5423.58,1,19.8,9.7,16.7,Two year,Mailed check,North America,29.0,Non-binary,1,1,0,No,No,1
CUST-02743,2022-08-08,1243,Premium,96.79,4079.81,0,5.0,3.2,51.5,Two year,Credit card,Latin America,45.0,Female,4,0,0,No,No,0
CUST-01114,2025-01-17,363,Basic,20.22,317.0,2,16.8,11.8,59.1,Month-to-month,Bank transfer,Middle East,59.0,Female,2,1,1,No,Yes,0
CUST-03690,2023-08-13,867,Standard,65.11,1913.41,2,8.7,1.9,7.8,Month-to-month,Electronic check,North America,26.0,Prefer not to say,1,1,1,Yes,Yes,1
CUST-03539,2024-12-11,384,Enterprise,204.13,2700.51,4,6.2,31.9,24.8,Month-to-month,Credit card,Asia Pacific,38.0,Female,5,0,0,No internet,No,0
CUST-01329,2025-10-23,33,Enterprise,209.63,41.41,6,2.2,5.2,24.3,One year,Bank transfer,Middle East,38.0,Prefer not to say,2,1,0,No,No,1
CUST-05839,2021-12-15,1441,Standard,59.27,2713.78,2,2.3,5.1,58.5,Month-to-month,Credit card,Latin America,26.0,Male,1,0,1,No,No,0
CUST-08140,2025-09-01,132,Standard,55.91,299.43,4,8.3,3.5,41.9,Month-to-month,Electronic check,Asia Pacific,43.0,Male,3,0,1,Yes,No internet,1
CUST-07442,2022-05-24,1401,Standard,62.31,2785.2,1,,13.8,49.4,Two year,Mailed check,Europe,57.0,Female,2,1,0,Yes,No,0
CUST-06696,2025-09-08,82,Premium,87.31,400.56,4,3.1,7.6,22.3,Month-to-month,Bank transfer,North America,32.0,Male,3,1,0,No internet,No,1
CUST-04170,2025-05-01,223,Premium,110.67,1001.68,3,22.9,4.0,26.1,Month-to-month,Mailed check,Latin America,25.0,Female,3,1,1,No,Yes,1
CUST-04583,2021-01-03,1823,Basic,24.55,1361.84,2,20.9,25.5,17.7,One year,Electronic check,North America,18.0,Female,3,0,0,Yes,No,0
CUST-05504,2023-03-20,976,Enterprise,185.16,6036.02,3,7.8,17.1,21.1,Two year,Bank transfer,Europe,19.0,Female,1,0,1,Yes,No internet,0
CUST-07611,2021-07-22,1631,Premium,108.06,5800.61,3,11.9,33.3,45.5,Month-to-month,Mailed check,Asia Pacific,28.0,Female,4,1,0,Yes,Yes,1
CUST-02834,2021-04-24,1704,Premium,,5497.23,2,0.6,,55.4,Two year,Mailed check,Europe,47.0,Non-binary,2,1,0,Yes,Yes,0
CUST-01551,2022-08-24,1222,Basic,41.26,1850.09,1,16.6,4.7,35.2,Two year,Electronic check,North America,36.0,Female,1,0,0,No,Yes,0
CUST-01010,2023-06-07,922,Premium,89.39,2798.61,2,9.2,8.4,25.4,One year,Credit card,Middle East,39.0,Female,1,0,0,No,No,0
CUST-01747,2023-10-06,847,Standard,40.44,1102.18,0,2.1,10.9,42.8,Month-to-month,Credit card,North America,22.0,Male,5,1,0,Yes,No internet,0
CUST-05983,2023-12-10,812,Basic,13.12,199.44,4,11.1,15.2,30.4,Month-to-month,Electronic check,Europe,36.0,Female,2,1,1,No,No,0
CUST-07785,2022-04-11,1366,Premium,108.02,4843.41,0,0.9,23.4,72.6,One year,Electronic check,North America,40.0,Male,1,1,0,No,Yes,0
CUST-04033,2023-03-22,981,Premium,101.38,3412.34,3,4.6,11.7,,Two year,Credit card,Latin America,44.0,Male,1,0,1,No,No,0
CUST-07362,2023-11-27,785,Basic,16.91,285.52,4,0.9,16.3,58.6,One year,Electronic check,Latin America,32.0,Female,5,1,1,No,No,0
CUST-02693,2025-10-05,86,Premium,95.83,436.01,1,1.3,14.1,50.4,One year,Credit card,Latin America,32.0,Male,3,1,0,No,No internet,0
CUST-09853,2023-10-02,842,Standard,46.02,1432.49,6,5.5,13.8,55.3,Month-to-month,Electronic check,Europe,61.0,Male,4,0,1,No,No,1
CUST-07481,2021-08-07,1601,Standard,64.14,3332.22,7,,3.3,33.3,Month-to-month,Electronic check,Europe,29.0,Female,2,1,1,Yes,Yes,1
CUST-06148,2023-02-03,1051,Basic,26.84,921.66,2,1.1,15.9,31.1,Two year,Electronic check,Asia Pacific,50.0,Male,2,0,1,Yes,No,0
CUST-05071,2024-04-15,590,Basic,28.08,706.0,7,8.7,,32.1,Month-to-month,Electronic check,North America,55.0,Male,2,1,0,Yes,No,1
CUST-01196,2022-04-08,1377,Premium,96.38,4496.46,1,23.3,3.7,18.7,One year,Bank transfer,Asia Pacific,55.0,Male,3,1,0,No,No,0
CUST-09075,2022-11-26,1193,Standard,58.45,2273.54,2,0.5,8.6,42.5,Month-to-month,Electronic check,Europe,45.0,Female,2,1,0,Yes,No internet,0
CUST-00880,2023-03-08,1065,Standard,,2285.0,1,7.9,10.9,9.0,One year,Bank transfer,Asia Pacific,19.0,Male,2,0,0,No,Yes,0
CUST-02046,2022-10-01,1221,Basic,43.09,1797.3,1,1.1,3.9,9.8,Month-to-month,Bank transfer,Middle East,27.0,Male,5,0,0,No,No,0
CUST-02516,2021-05-09,1707,Standard,45.95,2690.88,2,15.7,16.1,19.2,One year,Mailed check,Europe,54.0,Non-binary,1,0,1,No internet,No,0
CUST-05901,2022-02-15,1413,Premium,110.75,5318.67,1,2.9,12.3,12.8,Two year,Electronic check,North America,36.0,Male,1,0,0,No,No,0
CUST-04355,2025-06-18,209,Standard,46.68,334.28,0,19.7,3.3,40.9,Month-to-month,Electronic check,Europe,54.0,Female,1,0,0,No,Yes,0
CUST-05701,2022-12-07,1120,Basic,41.0,1523.23,2,16.6,7.9,19.3,One year,Credit card,North America,32.0,Female,1,1,0,No,No,1
CUST-09280,2025-10-29,54,Standard,55.59,150.2,3,4.9,16.8,27.2,Month-to-month,Credit card,Europe,27.0,Male,2,1,1,No internet,No internet,0
CUST-02514,2024-06-29,543,Basic,17.17,261.26,6,10.6,5.3,50.4,Month-to-month,Bank transfer,Latin America,54.0,Female,4,1,0,Yes,Yes,1
CUST-06921,2021-02-08,1795,Standard,47.3,2861.13,2,18.9,18.8,20.1,Month-to-month,Electronic check,Europe,59.0,Male,2,0,0,No,Yes,0
CUST-00884,2025-06-23,223,Standard,48.49,323.65,5,18.2,4.3,7.9,Month-to-month,Electronic check,Asia Pacific,49.0,Female,2,1,0,Yes,Yes,1
CUST-02317,2024-12-01,421,Premium,94.81,1521.67,6,10.8,7.0,22.0,Month-to-month,Credit card,North America,29.0,Female,1,0,0,Yes,No,1
CUST-06437,2025-02-18,276,Standard,52.14,327.06,1,12.7,7.6,13.1,Month-to-month,Electronic check,Latin America,24.0,Female,4,1,0,No,Yes,1
CUST-07600,2025-01-15,358,Standard,75.06,863.91,2,2.2,6.6,43.3,Two year,Mailed check,Middle East,37.0,Male,2,1,0,No internet,No,0
CUST-00212,2024-07-04,580,Basic,25.38,522.99,8,12.3,1.0,42.1,Two year,Credit card,Middle East,28.0,Male,1,0,0,No,No,1
CUST-06822,2025-09-06,172,Basic,15.51,0.0,1,27.3,13.3,58.3,One year,Electronic check,Middle East,37.0,Female,2,1,1,Yes,No,0
CUST-07753,2023-01-01,1120,Standard,60.02,2111.01,1,17.6,20.7,21.8,One year,Bank transfer,North America,37.0,Female,1,0,0,Yes,Yes,0
CUST-02971,2023-07-26,832,Premium,96.66,2748.61,3,3.5,6.2,46.0,One year,Electronic check,Europe,33.0,Male,3,0,0,No,No,0
CUST-03950,2023-02-18,1009,Basic,39.13,1408.1,1,21.1,2.9,41.4,Month-to-month,Electronic check,Latin America,37.0,Male,3,1,0,No,No internet,0
CUST-09860,2025-07-22,224,Premium,95.15,629.69,0,4.6,16.1,66.2,Month-to-month,Credit card,Europe,53.0,Female,2,0,0,No internet,No,0
